date_of_record,month,season,station_name,state,district,avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,latitude,longitude,rainfall
05/02/2024,February,Winter,Surendranagar,GJ,Surendranagar,24.9,19.2,31.2,8.4,1016.2,72,22.7333,71.6,0.0
10/02/2024,February,Winter,Surendranagar,GJ,Surendranagar,22.5,15.4,30.0,11.6,1017.9,72,22.7333,71.6,0.0
15/02/2024,February,Winter,Surendranagar,GJ,Surendranagar,24.3,17.0,31.9,12.1,1016.1,72,22.7333,71.6,0.0
20/02/2024,February,Winter,Surendranagar,GJ,Surendranagar,25.6,19.6,32.9,14.4,1012.2,72,22.7333,71.6,0.0
25/02/2024,February,Winter,Surendranagar,GJ,Surendranagar,23.7,16.3,31.1,12.0,1013.8,72,22.7333,71.6,0.0
01/03/2024,March,Winter,Surendranagar,GJ,Surendranagar,28.5,22.3,37.0,15.6,1011.1,72,22.7333,71.6,0.0
06/03/2024,March,Winter,Surendranagar,GJ,Surendranagar,23.5,16.3,31.6,10.1,1014.1,72,22.7333,71.6,0.0
11/03/2024,March,Winter,Surendranagar,GJ,Surendranagar,27.8,21.4,34.8,11.8,1015.4,72,22.7333,71.6,0.0
16/03/2024,March,Winter,Surendranagar,GJ,Surendranagar,28.0,20.4,35.8,9.7,1012.0,72,22.7333,71.6,0.0
21/03/2024,March,Winter,Surendranagar,GJ,Surendranagar,30.3,21.6,38.1,10.1,1010.0,72,22.7333,71.6,0.0
26/03/2024,March,Winter,Surendranagar,GJ,Surendranagar,32.5,24.9,40.5,11.5,1010.3,72,22.7333,71.6,0.0
31/03/2024,March,Winter,Surendranagar,GJ,Surendranagar,29.0,20.4,37.1,13.6,1012.8,72,22.7333,71.6,0.0
05/04/2024,April,Summer,Surendranagar,GJ,Surendranagar,30.9,24.5,36.4,15.9,1010.0,72,22.7333,71.6,0.0
10/04/2024,April,Summer,Surendranagar,GJ,Surendranagar,33.4,28.2,40.3,13.3,1007.5,72,22.7333,71.6,0.0
15/04/2024,April,Summer,Surendranagar,GJ,Surendranagar,33.2,27.1,39.8,11.5,1011.3,72,22.7333,71.6,0.0
20/04/2024,April,Summer,Surendranagar,GJ,Surendranagar,30.7,23.8,38.2,15.5,1007.2,72,22.7333,71.6,0.0
25/04/2024,April,Summer,Surendranagar,GJ,Surendranagar,32.5,24.8,40.2,14.1,1006.4,72,22.7333,71.6,0.0
30/04/2024,April,Summer,Surendranagar,GJ,Surendranagar,33.6,27.5,40.1,16.8,1007.0,72,22.7333,71.6,0.0
05/05/2024,May,Summer,Surendranagar,GJ,Surendranagar,33.1,28.4,38.9,17.8,1006.1,72,22.7333,71.6,0.0
10/05/2024,May,Summer,Surendranagar,GJ,Surendranagar,33.5,26.8,41.2,14.0,1006.6,72,22.7333,71.6,0.0
15/05/2024,May,Summer,Surendranagar,GJ,Surendranagar,34.1,28.1,42.0,10.1,1008.4,72,22.7333,71.6,0.0
20/05/2024,May,Summer,Surendranagar,GJ,Surendranagar,36.0,28.5,43.5,18.2,1002.7,72,22.7333,71.6,0.0
25/05/2024,May,Summer,Surendranagar,GJ,Surendranagar,35.0,27.5,43.6,19.1,1000.4,72,22.7333,71.6,0.0
30/05/2024,May,Summer,Surendranagar,GJ,Surendranagar,34.6,27.7,43.8,16.7,1001.8,72,22.7333,71.6,0.0
04/06/2024,June,Summer,Surendranagar,GJ,Surendranagar,33.7,28.0,41.3,15.8,1004.9,72,22.7333,71.6,0.0
09/06/2024,June,Summer,Surendranagar,GJ,Surendranagar,34.7,28.5,42.6,16.9,1002.6,72,22.7333,71.6,0.0
14/06/2024,June,Summer,Surendranagar,GJ,Surendranagar,33.5,28.0,40.5,14.7,1003.1,72,22.7333,71.6,0.5
19/06/2024,June,Summer,Surendranagar,GJ,Surendranagar,33.9,29.0,40.6,18.8,999.6,72,22.7333,71.6,0.0
24/06/2024,June,Summer,Surendranagar,GJ,Surendranagar,32.0,28.4,37.2,13.5,998.0,72,22.7333,71.6,1.2
29/06/2024,June,Summer,Surendranagar,GJ,Surendranagar,29.2,26.5,33.6,13.5,999.4,72,22.7333,71.6,45.7
04/07/2024,July,Monsoon,Surendranagar,GJ,Surendranagar,30.1,27.4,34.3,13.6,1000.3,72,22.7333,71.6,1.8
09/07/2024,July,Monsoon,Surendranagar,GJ,Surendranagar,28.7,26.6,32.0,9.4,1001.5,72,22.7333,71.6,15.8
14/07/2024,July,Monsoon,Surendranagar,GJ,Surendranagar,30.0,26.8,33.9,14.9,998.7,72,22.7333,71.6,2.0
19/07/2024,July,Monsoon,Surendranagar,GJ,Surendranagar,29.0,26.9,34.2,12.3,996.3,72,22.7333,71.6,7.1
24/07/2024,July,Monsoon,Surendranagar,GJ,Surendranagar,26.9,25.8,29.4,18.2,997.6,72,22.7333,71.6,32.1
29/07/2024,July,Monsoon,Surendranagar,GJ,Surendranagar,26.9,26.1,28.0,15.8,996.0,72,22.7333,71.6,57.2
03/08/2024,August,Monsoon,Surendranagar,GJ,Surendranagar,26.7,25.3,27.8,18.7,1000.4,72,22.7333,71.6,22.2
08/08/2024,August,Monsoon,Surendranagar,GJ,Surendranagar,27.9,24.9,32.4,14.2,1005.0,72,22.7333,71.6,1.2
13/08/2024,August,Monsoon,Surendranagar,GJ,Surendranagar,28.6,25.7,31.8,11.6,1004.9,72,22.7333,71.6,1.1
18/08/2024,August,Monsoon,Surendranagar,GJ,Surendranagar,28.9,24.9,33.6,8.8,1006.1,72,22.7333,71.6,0.0
23/08/2024,August,Monsoon,Surendranagar,GJ,Surendranagar,28.6,26.4,31.8,9.2,1004.9,72,22.7333,71.6,6.2
05/09/2024,September,Monsoon,Surendranagar,GJ,Surendranagar,26.8,24.9,30.4,15.1,1003.4,72,22.7333,71.6,28.1
10/09/2024,September,Monsoon,Surendranagar,GJ,Surendranagar,28.2,25.2,31.8,13.6,1002.7,72,22.7333,71.6,0.6
15/09/2024,September,Monsoon,Surendranagar,GJ,Surendranagar,27.4,23.3,32.4,12.3,1006.1,72,22.7333,71.6,0.0
20/09/2024,September,Monsoon,Surendranagar,GJ,Surendranagar,28.9,24.5,34.2,12.7,1006.3,72,22.7333,71.6,0.3
25/09/2024,September,Monsoon,Surendranagar,GJ,Surendranagar,29.5,26.0,34.8,13.7,1003.6,72,22.7333,71.6,0.3
30/09/2024,September,Monsoon,Surendranagar,GJ,Surendranagar,28.5,25.2,32.8,9.4,1009.8,72,22.7333,71.6,0.3
05/10/2024,October,Post-monsoon,Surendranagar,GJ,Surendranagar,27.8,23.6,32.8,8.8,1009.1,72,22.7333,71.6,0.0
10/10/2024,October,Post-monsoon,Surendranagar,GJ,Surendranagar,27.5,26.1,31.0,9.3,1008.7,72,22.7333,71.6,0.0
15/10/2024,October,Post-monsoon,Surendranagar,GJ,Surendranagar,28.2,24.5,33.3,6.6,1010.2,72,22.7333,71.6,1.6
20/10/2024,October,Post-monsoon,Surendranagar,GJ,Surendranagar,27.3,24.3,31.1,7.5,1011.3,72,22.7333,71.6,2.8
25/10/2024,October,Post-monsoon,Surendranagar,GJ,Surendranagar,27.5,22.0,34.8,8.5,1011.0,72,22.7333,71.6,0.0
30/10/2024,October,Post-monsoon,Surendranagar,GJ,Surendranagar,29.2,22.8,36.6,9.0,1010.1,72,22.7333,71.6,0.0
04/11/2024,November,Post-monsoon,Surendranagar,GJ,Surendranagar,28.1,22.2,35.0,7.2,1011.8,72,22.7333,71.6,0.0
09/11/2024,November,Post-monsoon,Surendranagar,GJ,Surendranagar,28.2,22.5,35.0,9.6,1013.1,72,22.7333,71.6,0.0
14/11/2024,November,Post-monsoon,Surendranagar,GJ,Surendranagar,26.1,20.4,32.8,7.4,1012.4,72,22.7333,71.6,0.0
19/11/2024,November,Post-monsoon,Surendranagar,GJ,Surendranagar,24.4,18.7,30.7,8.8,1014.8,72,22.7333,71.6,0.0
24/11/2024,November,Post-monsoon,Surendranagar,GJ,Surendranagar,22.8,16.3,29.8,6.5,1014.2,72,22.7333,71.6,0.0
29/11/2024,November,Post-monsoon,Surendranagar,GJ,Surendranagar,22.6,17.3,28.7,8.9,1014.5,72,22.7333,71.6,0.0
04/12/2024,December,Winter,Surendranagar,GJ,Surendranagar,24.6,19.7,30.9,11.2,1013.2,72,22.7333,71.6,0.0
09/12/2024,December,Winter,Surendranagar,GJ,Surendranagar,18.2,11.9,24.7,11.0,1015.1,72,22.7333,71.6,0.0
16/12/2024,December,Winter,Surendranagar,GJ,Surendranagar,19.5,12.7,29.0,7.9,1014.9,72,22.7333,71.6,0.0
21/12/2024,December,Winter,Surendranagar,GJ,Surendranagar,19.8,12.6,28.0,9.0,1012.5,72,22.7333,71.6,0.0
26/12/2024,December,Winter,Surendranagar,GJ,Surendranagar,20.9,15.2,27.6,9.4,1016.3,72,22.7333,71.6,0.0
31/12/2024,December,Winter,Surendranagar,GJ,Surendranagar,19.6,13.0,27.6,7.4,1017.4,72,22.7333,71.6,0.0
05/01/2025,January,Winter,Surendranagar,GJ,Surendranagar,20.7,15.4,26.7,11.4,1014.1,72,22.7333,71.6,0.0
10/01/2025,January,Winter,Surendranagar,GJ,Surendranagar,21.6,14.0,29.2,7.6,1014.6,72,22.7333,71.6,0.0
15/01/2025,January,Winter,Surendranagar,GJ,Surendranagar,19.3,14.2,25.5,12.8,1015.9,72,22.7333,71.6,0.0
20/01/2025,January,Winter,Surendranagar,GJ,Surendranagar,23.3,16.4,30.2,6.6,1013.8,72,22.7333,71.6,0.0
25/01/2025,January,Winter,Surendranagar,GJ,Surendranagar,20.3,14.9,27.5,10.9,1013.9,72,22.7333,71.6,0.0
30/01/2025,January,Winter,Surendranagar,GJ,Surendranagar,21.3,16.2,28.5,11.1,1011.8,72,22.7333,71.6,0.0
04/02/2025,February,Winter,Surendranagar,GJ,Surendranagar,20.4,15.7,26.2,11.7,1014.5,72,22.7333,71.6,0.0
09/02/2025,February,Winter,Surendranagar,GJ,Surendranagar,22.0,14.7,30.1,6.3,1012.8,72,22.7333,71.6,0.0
05/01/2021,January,Winter,Vallabh Vidyanagar,GJ,Anand,20.0,14.5,26.6,7.4,1013.5,41,22.5667,72.9333,0.0
10/01/2021,January,Winter,Vallabh Vidyanagar,GJ,Anand,23.4,18.3,29.6,8.8,1012.5,41,22.5667,72.9333,0.0
15/01/2021,January,Winter,Vallabh Vidyanagar,GJ,Anand,20.4,14.5,28.0,6.1,1010.9,41,22.5667,72.9333,0.0
20/01/2021,January,Winter,Vallabh Vidyanagar,GJ,Anand,20.4,13.8,27.8,5.9,1013.3,41,22.5667,72.9333,0.0
25/01/2021,January,Winter,Vallabh Vidyanagar,GJ,Anand,18.5,12.9,26.0,11.5,1015.3,41,22.5667,72.9333,0.0
30/01/2021,January,Winter,Vallabh Vidyanagar,GJ,Anand,18.3,12.4,26.0,11.4,1015.8,41,22.5667,72.9333,0.0
04/02/2021,February,Winter,Vallabh Vidyanagar,GJ,Anand,22.5,15.1,30.0,6.9,1014.4,41,22.5667,72.9333,0.0
09/02/2021,February,Winter,Vallabh Vidyanagar,GJ,Anand,22.0,13.9,31.2,6.6,1014.2,41,22.5667,72.9333,0.0
14/02/2021,February,Winter,Vallabh Vidyanagar,GJ,Anand,24.4,16.5,32.7,5.3,1012.7,41,22.5667,72.9333,0.0
19/02/2021,February,Winter,Vallabh Vidyanagar,GJ,Anand,24.7,18.7,31.8,10.8,1015.8,41,22.5667,72.9333,0.0
24/02/2021,February,Winter,Vallabh Vidyanagar,GJ,Anand,25.9,16.8,34.8,6.1,1011.6,41,22.5667,72.9333,0.0
01/03/2021,March,Winter,Vallabh Vidyanagar,GJ,Anand,27.2,21.3,35.4,8.3,1012.7,41,22.5667,72.9333,0.0
06/03/2021,March,Winter,Vallabh Vidyanagar,GJ,Anand,28.9,20.5,37.8,6.4,1011.7,41,22.5667,72.9333,0.0
11/03/2021,March,Winter,Vallabh Vidyanagar,GJ,Anand,28.7,20.5,37.5,8.3,1011.1,41,22.5667,72.9333,0.0
16/03/2021,March,Winter,Vallabh Vidyanagar,GJ,Anand,29.7,22.1,37.8,8.2,1010.1,41,22.5667,72.9333,0.0
21/03/2021,March,Winter,Vallabh Vidyanagar,GJ,Anand,29.2,21.2,37.7,6.6,1007.7,41,22.5667,72.9333,0.0
26/03/2021,March,Winter,Vallabh Vidyanagar,GJ,Anand,29.8,22.4,38.4,10.0,1011.0,41,22.5667,72.9333,0.0
31/03/2021,March,Winter,Vallabh Vidyanagar,GJ,Anand,31.2,24.2,40.8,10.9,1005.3,41,22.5667,72.9333,0.0
05/04/2021,April,Summer,Vallabh Vidyanagar,GJ,Anand,31.7,23.9,40.5,7.7,1009.0,41,22.5667,72.9333,0.0
10/04/2021,April,Summer,Vallabh Vidyanagar,GJ,Anand,31.2,21.7,41.1,7.1,1008.0,41,22.5667,72.9333,0.0
15/04/2021,April,Summer,Vallabh Vidyanagar,GJ,Anand,32.3,25.3,39.6,9.0,1009.1,41,22.5667,72.9333,0.0
20/04/2021,April,Summer,Vallabh Vidyanagar,GJ,Anand,32.3,26.6,39.1,11.3,1006.7,41,22.5667,72.9333,0.0
25/04/2021,April,Summer,Vallabh Vidyanagar,GJ,Anand,34.0,26.0,41.8,6.9,1007.9,41,22.5667,72.9333,0.0
30/04/2021,April,Summer,Vallabh Vidyanagar,GJ,Anand,33.9,26.8,41.5,6.9,1007.2,41,22.5667,72.9333,0.0
05/05/2021,May,Summer,Vallabh Vidyanagar,GJ,Anand,33.7,27.3,40.6,8.6,1006.4,41,22.5667,72.9333,0.0
10/05/2021,May,Summer,Vallabh Vidyanagar,GJ,Anand,33.9,28.0,40.7,10.7,1004.9,41,22.5667,72.9333,0.0
15/05/2021,May,Summer,Vallabh Vidyanagar,GJ,Anand,34.8,27.6,42.1,6.3,1001.5,41,22.5667,72.9333,0.0
20/05/2021,May,Summer,Vallabh Vidyanagar,GJ,Anand,28.1,21.9,33.4,8.2,1004.6,41,22.5667,72.9333,0.0
25/05/2021,May,Summer,Vallabh Vidyanagar,GJ,Anand,30.6,26.0,36.4,9.3,1005.0,41,22.5667,72.9333,0.0
30/05/2021,May,Summer,Vallabh Vidyanagar,GJ,Anand,31.6,27.9,38.2,14.6,1005.2,41,22.5667,72.9333,0.0
04/06/2021,June,Summer,Vallabh Vidyanagar,GJ,Anand,32.2,27.9,37.3,10.5,1006.1,41,22.5667,72.9333,0.0
09/06/2021,June,Summer,Vallabh Vidyanagar,GJ,Anand,32.6,29.1,37.6,13.1,1002.4,41,22.5667,72.9333,0.1
14/06/2021,June,Summer,Vallabh Vidyanagar,GJ,Anand,32.6,28.8,38.8,14.1,999.7,41,22.5667,72.9333,0.0
19/06/2021,June,Summer,Vallabh Vidyanagar,GJ,Anand,27.2,25.1,31.5,11.7,1003.0,41,22.5667,72.9333,22.0
24/06/2021,June,Summer,Vallabh Vidyanagar,GJ,Anand,28.6,26.4,32.0,10.3,1005.0,41,22.5667,72.9333,0.6
29/06/2021,June,Summer,Vallabh Vidyanagar,GJ,Anand,29.6,25.4,32.9,9.1,1004.9,41,22.5667,72.9333,0.5
04/07/2021,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,30.3,26.5,35.8,11.5,1005.2,41,22.5667,72.9333,0.0
09/07/2021,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,30.5,28.1,36.4,9.7,1001.6,41,22.5667,72.9333,0.0
14/07/2021,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.8,26.3,34.8,9.0,1000.6,41,22.5667,72.9333,6.0
19/07/2021,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.5,26.6,32.7,11.8,1000.9,41,22.5667,72.9333,2.5
24/07/2021,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.3,27.0,32.8,10.9,1000.0,41,22.5667,72.9333,20.9
29/07/2021,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.6,26.6,29.3,19.8,1001.6,41,22.5667,72.9333,1.9
03/08/2021,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.2,25.3,29.8,12.9,1004.2,41,22.5667,72.9333,1.1
08/08/2021,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.7,26.0,33.2,10.5,1005.3,41,22.5667,72.9333,0.0
13/08/2021,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.7,25.4,34.2,11.3,1005.5,41,22.5667,72.9333,1.0
18/08/2021,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.1,26.7,31.3,11.2,1004.2,41,22.5667,72.9333,0.2
23/08/2021,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.9,24.9,32.6,9.6,1006.3,41,22.5667,72.9333,0.9
28/08/2021,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.7,25.5,33.8,9.1,1002.6,41,22.5667,72.9333,0.0
02/09/2021,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.3,25.2,31.2,15.4,1002.6,41,22.5667,72.9333,6.9
07/09/2021,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.2,26.1,31.4,4.4,1002.7,41,22.5667,72.9333,12.6
12/09/2021,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,26.4,24.9,28.8,9.0,999.3,41,22.5667,72.9333,6.8
17/09/2021,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,26.5,24.9,29.3,11.1,1003.9,41,22.5667,72.9333,1.2
22/09/2021,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,26.8,24.6,30.6,8.1,1004.3,41,22.5667,72.9333,6.7
27/09/2021,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,26.4,24.6,31.0,4.0,1003.6,41,22.5667,72.9333,16.5
02/10/2021,October,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,27.8,24.9,31.9,3.8,1008.6,41,22.5667,72.9333,5.1
07/10/2021,October,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,29.3,25.1,34.2,4.4,1006.1,41,22.5667,72.9333,1.1
12/10/2021,October,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,28.5,24.8,33.2,5.4,1006.6,41,22.5667,72.9333,0.4
17/10/2021,October,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,26.5,21.1,31.8,6.0,1004.1,41,22.5667,72.9333,0.0
22/10/2021,October,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,26.1,20.4,32.3,6.1,1012.4,41,22.5667,72.9333,0.0
27/10/2021,October,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,27.3,21.9,33.3,9.2,1012.8,41,22.5667,72.9333,0.0
01/11/2021,November,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,25.2,18.5,33.3,8.1,1011.9,41,22.5667,72.9333,0.0
06/11/2021,November,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,25.7,20.3,32.5,11.6,1010.9,41,22.5667,72.9333,0.0
11/11/2021,November,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,25.0,18.4,32.1,12.0,1011.5,41,22.5667,72.9333,0.0
16/11/2021,November,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,25.1,19.6,32.0,13.4,1009.3,41,22.5667,72.9333,0.0
21/11/2021,November,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,27.9,23.2,33.4,11.9,1009.6,41,22.5667,72.9333,0.0
26/11/2021,November,Post-monsoon,Vallabh Vidyanagar,GJ,Anand,24.5,17.2,33.3,6.2,1012.3,41,22.5667,72.9333,0.0
01/12/2021,December,Winter,Vallabh Vidyanagar,GJ,Anand,20.0,18.0,24.0,9.3,1014.3,41,22.5667,72.9333,15.9
06/12/2021,December,Winter,Vallabh Vidyanagar,GJ,Anand,23.1,18.9,28.7,7.7,1013.8,41,22.5667,72.9333,0.0
11/12/2021,December,Winter,Vallabh Vidyanagar,GJ,Anand,22.3,16.9,28.9,11.2,1016.5,41,22.5667,72.9333,0.0
16/12/2021,December,Winter,Vallabh Vidyanagar,GJ,Anand,21.0,15.6,27.9,9.5,1015.6,41,22.5667,72.9333,0.0
21/12/2021,December,Winter,Vallabh Vidyanagar,GJ,Anand,19.2,12.1,28.0,7.4,1015.9,41,22.5667,72.9333,0.0
26/12/2021,December,Winter,Vallabh Vidyanagar,GJ,Anand,21.9,14.9,28.8,6.7,1015.3,41,22.5667,72.9333,0.0
31/12/2021,December,Winter,Vallabh Vidyanagar,GJ,Anand,20.3,15.2,26.6,14.2,1018.6,41,22.5667,72.9333,0.0
05/01/2022,January,Winter,Vallabh Vidyanagar,GJ,Anand,24.2,17.9,31.0,9.0,1013.1,41,22.5667,72.9333,0.0
10/01/2022,January,Winter,Vallabh Vidyanagar,GJ,Anand,16.8,11.0,23.5,10.7,1016.0,41,22.5667,72.9333,0.0
15/01/2022,January,Winter,Vallabh Vidyanagar,GJ,Anand,18.5,12.0,25.7,11.6,1016.0,41,22.5667,72.9333,0.0
20/01/2022,January,Winter,Vallabh Vidyanagar,GJ,Anand,21.3,15.4,28.2,7.9,1011.1,41,22.5667,72.9333,0.0
25/01/2022,January,Winter,Vallabh Vidyanagar,GJ,Anand,16.3,9.8,23.6,6.9,1013.9,41,22.5667,72.9333,0.0
30/01/2022,January,Winter,Vallabh Vidyanagar,GJ,Anand,18.9,10.6,28.3,6.0,1013.7,41,22.5667,72.9333,0.0
04/02/2022,February,Winter,Vallabh Vidyanagar,GJ,Anand,19.6,10.8,28.0,5.4,1010.7,41,22.5667,72.9333,0.0
09/02/2022,February,Winter,Vallabh Vidyanagar,GJ,Anand,22.7,17.0,29.2,9.8,1013.1,41,22.5667,72.9333,0.0
14/02/2022,February,Winter,Vallabh Vidyanagar,GJ,Anand,22.9,15.3,31.4,7.3,1010.0,41,22.5667,72.9333,0.0
19/02/2022,February,Winter,Vallabh Vidyanagar,GJ,Anand,26.0,19.5,33.9,8.9,1011.3,41,22.5667,72.9333,0.0
24/02/2022,February,Winter,Vallabh Vidyanagar,GJ,Anand,25.2,16.8,33.7,6.5,1014.1,41,22.5667,72.9333,0.0
01/03/2022,March,Winter,Vallabh Vidyanagar,GJ,Anand,26.7,19.5,35.2,8.1,1013.4,41,22.5667,72.9333,0.0
06/03/2022,March,Winter,Vallabh Vidyanagar,GJ,Anand,27.0,18.9,36.3,6.7,1010.6,41,22.5667,72.9333,0.0
11/03/2022,March,Winter,Vallabh Vidyanagar,GJ,Anand,28.9,22.2,36.8,10.4,1011.2,41,22.5667,72.9333,0.0
16/03/2022,March,Winter,Vallabh Vidyanagar,GJ,Anand,31.7,23.0,40.9,8.8,1007.7,41,22.5667,72.9333,0.0
21/03/2022,March,Winter,Vallabh Vidyanagar,GJ,Anand,31.3,23.3,39.8,11.1,1007.6,41,22.5667,72.9333,0.0
26/03/2022,March,Winter,Vallabh Vidyanagar,GJ,Anand,32.2,23.7,41.7,6.5,1009.1,41,22.5667,72.9333,0.0
31/03/2022,March,Winter,Vallabh Vidyanagar,GJ,Anand,31.1,21.1,41.4,5.4,1007.4,41,22.5667,72.9333,0.0
05/04/2022,April,Summer,Vallabh Vidyanagar,GJ,Anand,34.7,26.4,43.7,8.4,1009.8,41,22.5667,72.9333,0.0
10/04/2022,April,Summer,Vallabh Vidyanagar,GJ,Anand,32.6,25.3,41.8,8.7,1006.5,41,22.5667,72.9333,0.0
15/04/2022,April,Summer,Vallabh Vidyanagar,GJ,Anand,32.2,23.5,41.8,9.7,1004.8,41,22.5667,72.9333,0.0
20/04/2022,April,Summer,Vallabh Vidyanagar,GJ,Anand,33.0,26.6,41.2,13.3,1007.9,41,22.5667,72.9333,0.0
25/04/2022,April,Summer,Vallabh Vidyanagar,GJ,Anand,33.8,26.7,42.0,9.7,1006.0,41,22.5667,72.9333,0.0
30/04/2022,April,Summer,Vallabh Vidyanagar,GJ,Anand,34.2,27.3,43.8,11.2,1003.8,41,22.5667,72.9333,0.0
05/05/2022,May,Summer,Vallabh Vidyanagar,GJ,Anand,33.4,26.6,41.3,8.2,1006.4,41,22.5667,72.9333,0.0
10/05/2022,May,Summer,Vallabh Vidyanagar,GJ,Anand,36.9,28.2,45.0,12.4,1001.5,41,22.5667,72.9333,0.0
15/05/2022,May,Summer,Vallabh Vidyanagar,GJ,Anand,33.9,27.5,42.7,12.1,1003.1,41,22.5667,72.9333,0.0
20/05/2022,May,Summer,Vallabh Vidyanagar,GJ,Anand,33.9,27.9,42.7,11.3,1002.4,41,22.5667,72.9333,0.0
25/05/2022,May,Summer,Vallabh Vidyanagar,GJ,Anand,33.3,28.5,40.0,11.3,1005.8,41,22.5667,72.9333,0.0
01/06/2022,June,Summer,Vallabh Vidyanagar,GJ,Anand,33.3,27.1,42.2,11.6,1003.4,41,22.5667,72.9333,0.0
06/06/2022,June,Summer,Vallabh Vidyanagar,GJ,Anand,33.5,27.7,41.8,11.4,1003.3,41,22.5667,72.9333,0.0
11/06/2022,June,Summer,Vallabh Vidyanagar,GJ,Anand,32.5,28.6,38.5,14.2,1002.7,41,22.5667,72.9333,0.0
16/06/2022,June,Summer,Vallabh Vidyanagar,GJ,Anand,31.0,27.8,37.8,13.5,1003.6,41,22.5667,72.9333,1.0
21/06/2022,June,Summer,Vallabh Vidyanagar,GJ,Anand,30.5,27.1,37.4,16.3,999.3,41,22.5667,72.9333,1.4
26/06/2022,June,Summer,Vallabh Vidyanagar,GJ,Anand,31.7,27.9,38.7,11.3,999.1,41,22.5667,72.9333,2.3
01/07/2022,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.6,25.8,31.8,14.0,1000.8,41,22.5667,72.9333,7.3
06/07/2022,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.7,24.5,33.2,11.9,999.2,41,22.5667,72.9333,32.4
11/07/2022,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,25.6,24.6,28.8,9.6,1002.3,41,22.5667,72.9333,81.7
16/07/2022,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.9,25.3,31.4,19.4,997.0,41,22.5667,72.9333,0.9
21/07/2022,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.5,24.6,30.9,12.1,1004.4,41,22.5667,72.9333,1.3
26/07/2022,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,26.4,24.4,30.2,8.8,1006.2,41,22.5667,72.9333,19.0
31/07/2022,July,Monsoon,Vallabh Vidyanagar,GJ,Anand,28.2,25.4,33.0,10.0,1004.2,41,22.5667,72.9333,1.4
05/08/2022,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,26.9,24.6,31.8,6.0,1000.3,41,22.5667,72.9333,21.4
10/08/2022,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.8,25.4,32.4,10.4,994.2,41,22.5667,72.9333,7.6
15/08/2022,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,26.5,25.0,29.0,9.9,1003.1,41,22.5667,72.9333,3.8
20/08/2022,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.4,24.4,30.5,11.1,1004.5,41,22.5667,72.9333,0.1
25/08/2022,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.0,23.6,32.2,10.6,1005.4,41,22.5667,72.9333,1.0
30/08/2022,August,Monsoon,Vallabh Vidyanagar,GJ,Anand,27.8,24.4,31.8,3.5,1008.2,41,22.5667,72.9333,1.0
04/09/2022,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,29.0,26.2,32.5,10.5,1005.8,41,22.5667,72.9333,0.5
09/09/2022,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,30.3,27.2,35.4,6.4,1004.2,41,22.5667,72.9333,2.6
14/09/2022,September,Monsoon,Vallabh Vidyanagar,GJ,Anand,26.7,24.8,30.6,5.7,1002.9,41,22.5667,72.9333,13.2
